OlinkID;AssayType;UniProt;Assay;Panel;Block;DataAnalysisRefID;BimodalDistribution;LODNPX;LODCount;LODMethod;Version
OID50423;assay;P02745;C1QA;Reveal;1;R10002;FALSE;-2.26509104304437;28124;lod_npx;10.0.0
OID50424;assay;Q7Z5L3;C1QL2;Reveal;1;R10002;FALSE;-3.22198469342979;5096;lod_npx;10.0.0
OID50425;assay;Q9BXI9;C1QTNF6;Reveal;1;R10002;FALSE;-2.39014309645696;312;lod_npx;10.0.0
OID50426;assay;Q8IXQ3;C9orf40;Reveal;1;R10002;FALSE;-3.94098729592355;256;lod_count;10.0.0
OID50427;assay;O43570;CA12;Reveal;1;R10002;FALSE;-2.94219249412868;1006;lod_npx;10.0.0
OID50428;assay;Q9ULX7;CA14;Reveal;1;R10002;FALSE;-4.05213279433717;236;lod_count;10.0.0
OID50429;assay;Q16790;CA9;Reveal;1;R10002;FALSE;-3.4573294888304;246;lod_count;10.0.0
OID50430;assay;P01258;CALCA;Reveal;1;R10002;FALSE;-5.05982297460532;414;lod_npx;10.0.0
OID50431;assay;P10092;CALCB;Reveal;1;R10002;FALSE;-1.45077002127769;1848;lod_npx;10.0.0
OID50432;assay;Q9P1Z2;CALCOCO1;Reveal;1;R10002;FALSE;-1.77231967912444;3236;lod_npx;10.0.0
OID50433;assay;Q13137;CALCOCO2;Reveal;1;R10002;FALSE;-1.82339549382701;3490;lod_npx;10.0.0
OID50434;assay;Q96GE6;CALML4;Reveal;1;R10002;FALSE;-4.73552667031938;402;lod_npx;10.0.0
OID50435;assay;Q5T5Y3;CAMSAP1;Reveal;1;R10002;FALSE;-2.59719287527611;2624;lod_npx;10.0.0
OID50436;assay;P40121;CAPG;Reveal;1;R10002;FALSE;-5.70063677523231;2962;lod_npx;10.0.0
OID50437;assay;P20807;CAPN3;Reveal;1;R10002;FALSE;-1.72406384896765;1380;lod_npx;10.0.0
OID50438;assay;Q13938;CAPS;Reveal;1;R10002;FALSE;-2.07827539322623;484;lod_npx;10.0.0
OID50439;assay;Q92851;CASP10;Reveal;1;R10002;FALSE;-0.698110326003157;13650;lod_npx;10.0.0
OID50440;assay;P42575;CASP2;Reveal;1;R10002;FALSE;0.0848233962592509;2448;lod_npx;10.0.0
OID50441;assay;P55210;CASP7;Reveal;1;R10002;FALSE;-1.39262314568439;1764;lod_npx;10.0.0
OID50442;assay;Q14790;CASP8;Reveal;1;R10002;FALSE;-4.52022742011053;728;lod_npx;10.0.0
OID50443;assay;P55211;CASP9;Reveal;1;R10002;FALSE;-0.243619297545242;2238;lod_npx;10.0.0
OID50444;assay;Q9NTU7;CBLN4;Reveal;1;R10002;FALSE;-6.00863762627244;166;lod_count;10.0.0
OID50445;assay;Q6P1N0;CC2D1A;Reveal;1;R10002;FALSE;-3.67543061973099;630;lod_npx;10.0.0
OID50446;assay;Q8IX12;CCAR1;Reveal;1;R10002;FALSE;-1.13672396924674;13152;lod_npx;10.0.0
OID50447;assay;I3L3R5;CCER2;Reveal;1;R10002;FALSE;-3.56775076805851;1060;lod_npx;10.0.0
OID50448;assay;P51671;CCL11;Reveal;1;R10002;FALSE;-4.57615245605307;1246;lod_npx;10.0.0
OID50449;assay;P78556;CCL20;Reveal;1;R10002;FALSE;-5.98444837340417;222;lod_count;10.0.0
OID50450;assay;O15444;CCL25;Reveal;1;R10002;FALSE;-2.40111523771528;6876;lod_npx;10.0.0
OID50451;assay;Q9Y258;CCL26;Reveal;1;R10002;FALSE;-2.87822919391984;524;lod_npx;10.0.0
OID50452;assay;Q9NRJ3;CCL28;Reveal;1;R10002;FALSE;-3.52643271250502;582;lod_npx;10.0.0
OID50453;assay;P10147;CCL3;Reveal;1;R10002;FALSE;-3.53183789602211;454;lod_npx;10.0.0
OID50454;assay;P80098;CCL7;Reveal;1;R10002;FALSE;-0.985849016856451;1228;lod_npx;10.0.0
OID50455;assay;P80075;CCL8;Reveal;1;R10002;FALSE;-6.73326620786622;150;lod_count;10.0.0
OID50456;assay;O00622;CCN1;Reveal;1;R10002;FALSE;-4.51932619294628;1824;lod_npx;10.0.0
OID50457;assay;O95388;CCN4;Reveal;1;R10002;FALSE;-7.56396310224008;332;lod_npx;10.0.0
OID50458;assay;Q93033;CD101;Reveal;1;R10002;FALSE;-4.61307513885708;158;lod_count;10.0.0
OID50459;assay;O95971;CD160;Reveal;1;R10002;FALSE;-4.33338931911604;422;lod_npx;10.0.0
OID50460;assay;P41217;CD200;Reveal;1;R10002;FALSE;-0.156294416224277;6368;lod_npx;10.0.0
OID50461;assay;Q8TD46;CD200R1;Reveal;1;R10002;FALSE;-3.19689179194003;828;lod_npx;10.0.0
OID50462;assay;Q9UJ71;CD207;Reveal;1;R10002;FALSE;-2.00869987046653;1598;lod_npx;10.0.0
OID50463;assay;P20273;CD22;Reveal;1;R10002;FALSE;-5.09777971158185;822;lod_npx;10.0.0
OID50464;assay;Q15762;CD226;Reveal;1;R10002;FALSE;-2.41669896132616;926;lod_npx;10.0.0
OID50465;assay;Q9BZW8;CD244;Reveal;1;R10002;FALSE;-5.18282085149088;414;lod_npx;10.0.0
OID50466;assay;Q9NZQ7;CD274;Reveal;1;R10002;FALSE;-2.15749858680504;912;lod_npx;10.0.0
OID50467;assay;Q496F6;CD300E;Reveal;1;R10002;FALSE;-6.25204249525627;338;lod_npx;10.0.0
OID50468;assay;Q8IX05;CD302;Reveal;1;R10002;FALSE;-1.75854147446485;3288;lod_npx;10.0.0
OID50469;assay;P28907;CD38;Reveal;1;R10002;FALSE;-5.27600322301167;1298;lod_npx;10.0.0
OID50470;assay;P01730;CD4;Reveal;1;R10002;FALSE;-2.77998813059933;1686;lod_npx;10.0.0
OID50471;assay;P29965;CD40LG;Reveal;1;R10002;FALSE;-3.82270133508422;424;lod_npx;10.0.0
OID50472;assay;P06127;CD5;Reveal;1;R10002;FALSE;-2.79934251367423;4014;lod_npx;10.0.0
OID50473;assay;P30203;CD6;Reveal;1;R10002;FALSE;-6.4744975094613;164;lod_count;10.0.0
OID50474;assay;P08962;CD63;Reveal;1;R10002;FALSE;-4.53719878970842;1138;lod_npx;10.0.0
OID50475;assay;P09564;CD7;Reveal;1;R10002;FALSE;-2.00457312749861;832;lod_npx;10.0.0
OID50476;assay;P32970;CD70;Reveal;1;R10002;FALSE;-3.57833240646079;1998;lod_npx;10.0.0
OID50477;assay;P40259;CD79B;Reveal;1;R10002;FALSE;-4.07576478955919;180;lod_count;10.0.0
OID50478;assay;Q01151;CD83;Reveal;1;R10002;FALSE;-1.73106981525947;3512;lod_npx;10.0.0
OID50479;assay;Q9UIB8;CD84;Reveal;1;R10002;FALSE;-1.34340952353341;19318;lod_npx;10.0.0
OID50480;assay;P42081;CD86;Reveal;1;R10002;FALSE;-3.54670104215656;396;lod_npx;10.0.0
OID50481;assay;Q8NHZ8;CDC26;Reveal;1;R10002;FALSE;-0.504118740601913;1640;lod_npx;10.0.0
OID50482;assay;Q9H5V8;CDCP1;Reveal;1;R10002;FALSE;-3.66005598525944;318;lod_npx;10.0.0
OID50483;assay;P38936;CDKN1A;Reveal;1;R10002;FALSE;-2.21364377107143;540;lod_npx;10.0.0
OID50484;assay;Q49AH0;CDNF;Reveal;1;R10002;FALSE;-2.38967049082412;820;lod_npx;10.0.0
OID50485;assay;Q15517;CDSN;Reveal;1;R10002;FALSE;-4.25962534910774;17630;lod_npx;10.0.0
OID50486;assay;Q2WEN9;CEACAM16;Reveal;1;R10002;FALSE;-4.25040527504976;408;lod_npx;10.0.0
OID50487;assay;Q7Z692;CEACAM19;Reveal;1;R10002;FALSE;-1.69726962291405;1372;lod_npx;10.0.0
OID50488;assay;Q3KPI0;CEACAM21;Reveal;1;R10002;FALSE;-3.7757610992859;606;lod_npx;10.0.0
OID50489;assay;P31997;CEACAM8;Reveal;1;R10002;FALSE;-1.06523844349964;1324;lod_npx;10.0.0
OID50490;assay;O00748;CES2;Reveal;1;R10002;FALSE;-4.17252221855839;324;lod_npx;10.0.0
OID50491;assay;Q6UWW8;CES3;Reveal;1;R10002;FALSE;-0.446499576891193;3392;lod_npx;10.0.0
OID50492;assay;Q96G28;CFAP36;Reveal;1;R10002;FALSE;-2.01528627129093;1394;lod_npx;10.0.0
OID50493;assay;Q9BRQ6;CHCHD6;Reveal;1;R10002;FALSE;-0.77725156262809;1052;lod_npx;10.0.0
OID50494;assay;Q07065;CKAP4;Reveal;1;R10002;FALSE;-4.42436510381148;1280;lod_npx;10.0.0
OID50495;assay;Q8IUN9;CLEC10A;Reveal;1;R10002;FALSE;-5.01976153802791;878;lod_npx;10.0.0
OID50496;assay;Q5QGZ9;CLEC12A;Reveal;1;R10002;FALSE;-2.44335965307476;824;lod_npx;10.0.0
OID50497;assay;Q8NC01;CLEC1A;Reveal;1;R10002;FALSE;-1.27181712386747;3662;lod_npx;10.0.0
OID50498;assay;Q9UMR7;CLEC4A;Reveal;1;R10002;FALSE;-3.70478785990007;1416;lod_npx;10.0.0
OID50499;assay;Q8WTT0;CLEC4C;Reveal;1;R10002;FALSE;-3.7632281073748;326;lod_npx;10.0.0
OID50500;assay;Q8WXI8;CLEC4D;Reveal;1;R10002;FALSE;-1.41242140152494;1082;lod_npx;10.0.0
OID50501;assay;Q6UXB4;CLEC4G;Reveal;1;R10002;FALSE;-1.54737599241345;5568;lod_npx;10.0.0
OID50502;assay;Q9BXN2;CLEC7A;Reveal;1;R10002;FALSE;-2.57797620969545;7932;lod_npx;10.0.0
OID50503;assay;Q9H4D0;CLSTN2;Reveal;1;R10002;FALSE;-6.41011714352095;150;lod_count;10.0.0
OID50504;assay;Q9BQT9;CLSTN3;Reveal;1;R10002;FALSE;-1.75622891614495;1882;lod_npx;10.0.0
OID50505;assay;P09543;CNP;Reveal;1;R10002;FALSE;-2.78290759298275;1952;lod_npx;10.0.0
OID50506;assay;Q8N129;CNPY4;Reveal;1;R10002;FALSE;-2.35659626147987;1036;lod_npx;10.0.0
OID50507;assay;Q02246;CNTN2;Reveal;1;R10002;FALSE;-2.93737234558863;260;lod_count;10.0.0
OID50508;assay;Q9UHC6;CNTNAP2;Reveal;1;R10002;FALSE;-0.65550061542504;6468;lod_npx;10.0.0
OID50509;assay;Q17RW2;COL24A1;Reveal;1;R10002;FALSE;-4.73021354406974;390;lod_npx;10.0.0
OID50510;assay;Q2UY09;COL28A1;Reveal;1;R10002;FALSE;-1.75396324243393;7098;lod_npx;10.0.0
OID50511;assay;P20849;COL9A1;Reveal;1;R10002;FALSE;-1.90045902245252;1846;lod_npx;10.0.0
OID50512;assay;Q9P000;COMMD9;Reveal;1;R10002;FALSE;-1.54940837006327;1702;lod_npx;10.0.0
OID50513;assay;P21964;COMT;Reveal;1;R10002;FALSE;-3.19682684247696;812;lod_npx;10.0.0
OID50514;assay;P16870;CPE;Reveal;1;R10002;FALSE;-1.26606034367944;6018;lod_npx;10.0.0
OID50515;assay;Q9H3G5;CPVL;Reveal;1;R10002;FALSE;-5.52552963283396;150;lod_count;10.0.0
OID50516;assay;P78560;CRADD;Reveal;1;R10002;FALSE;-4.2261132146043;1164;lod_npx;10.0.0
OID50517;assay;P16562;CRISP2;Reveal;1;R10002;FALSE;-2.45080824170277;5878;lod_npx;10.0.0
OID50518;assay;Q9UBG3;CRNN;Reveal;1;R10002;FALSE;-5.74019966435934;202;lod_count;10.0.0
OID50519;assay;O95727;CRTAM;Reveal;1;R10002;FALSE;-4.44607921690859;808;lod_npx;10.0.0
OID50520;assay;O95825;CRYZL1;Reveal;1;R10002;FALSE;-1.63387815015358;1256;lod_npx;10.0.0
OID50522;assay;P32927;CSF2RB;Reveal;1;R10002;FALSE;-0.966307621395374;1396;lod_npx;10.0.0
OID50523;assay;Q99062;CSF3R;Reveal;1;R10002;FALSE;-1.56186699987125;7412;lod_npx;10.0.0
OID50524;assay;P50461;CSRP3;Reveal;1;R10002;FALSE;-2.66542256598051;488;lod_npx;10.0.0
OID50525;assay;P28325;CST5;Reveal;1;R10002;FALSE;-5.26068427675024;1562;lod_npx;10.0.0
OID50526;assay;P32929;CTH;Reveal;1;R10002;FALSE;-3.40502248239917;390;lod_npx;10.0.0
OID50527;assay;P40313;CTRL;Reveal;1;R10002;FALSE;-5.34373309001079;210;lod_count;10.0.0
OID50528;assay;P09668;CTSH;Reveal;1;R10002;FALSE;-3.74950244738477;3668;lod_npx;10.0.0
OID50529;assay;P43234;CTSO;Reveal;1;R10002;FALSE;-4.195604811701;920;lod_npx;10.0.0
OID50530;assay;O60911;CTSV;Reveal;1;R10002;FALSE;-3.69933360116298;66350;lod_npx;10.0.0
OID50531;assay;P78423;CX3CL1;Reveal;1;R10002;FALSE;-1.05681370556838;3366;lod_npx;10.0.0
OID50532;assay;P78310;CXADR;Reveal;1;R10002;FALSE;-1.36849032877777;1246;lod_npx;10.0.0
OID50533;assay;Q6UXB2;CXCL17;Reveal;1;R10002;FALSE;-3.54870940281153;988;lod_npx;10.0.0
OID50534;assay;P10145;CXCL8;Reveal;1;R10002;FALSE;-4.95279560529241;528;lod_npx;10.0.0
OID50535;assay;Q6BCY4;CYB5R2;Reveal;1;R10002;FALSE;-4.84452738973934;308;lod_npx;10.0.0
OID50536;assay;Q9UIK4;DAPK2;Reveal;1;R10002;FALSE;-5.9944666513032;430;lod_npx;10.0.0
OID50537;assay;Q9UN19;DAPP1;Reveal;1;R10002;FALSE;0.0881433159146454;790;lod_npx;10.0.0
OID50538;assay;Q16643;DBN1;Reveal;1;R10002;FALSE;-1.02015754618177;362;lod_npx;10.0.0
OID50539;assay;P07585;DCN;Reveal;1;R10002;FALSE;-4.17616991279296;1192;lod_npx;10.0.0
OID50540;assay;Q96C86;DCPS;Reveal;1;R10002;FALSE;-5.43175235301964;342;lod_npx;10.0.0
OID50541;assay;Q14203;DCTN1;Reveal;1;R10002;FALSE;-1.84131307601502;1780;lod_npx;10.0.0
OID50542;assay;Q13561;DCTN2;Reveal;1;R10002;FALSE;-0.0692996489436477;2470;lod_npx;10.0.0
OID50544;assay;Q16698;DECR1;Reveal;1;R10002;FALSE;-2.42076896241328;996;lod_npx;10.0.0
OID50545;assay;P81534;DEFB103A_DEFB103B;Reveal;1;R10002;FALSE;1.28772052196483;101876;lod_npx;10.0.0
OID50546;assay;O00273;DFFA;Reveal;1;R10002;FALSE;-3.12751623416196;714;lod_npx;10.0.0
OID50547;assay;P23743;DGKA;Reveal;1;R10002;FALSE;0.00220721577162553;1880;lod_npx;10.0.0
OID50548;assay;Q9UBT3;DKK4;Reveal;1;R10002;FALSE;-5.9347131138032;170;lod_count;10.0.0
OID50549;assay;P78352;DLG4;Reveal;1;R10002;FALSE;-0.181199343015925;2460;lod_npx;10.0.0
OID50550;assay;Q8WW22;DNAJA4;Reveal;1;R10002;FALSE;-3.24962282321639;3620;lod_npx;10.0.0
OID50551;assay;O75061;DNAJC6;Reveal;1;R10002;FALSE;-3.00612532750719;6068;lod_npx;10.0.0
OID50552;assay;Q05193;DNM1;Reveal;1;R10002;FALSE;-3.70664624021081;600;lod_npx;10.0.0
OID50553;assay;Q9UQ16;DNM3;Reveal;1;R10002;FALSE;-1.08512911960039;1866;lod_npx;10.0.0
OID50554;assay;Q6XZF7;DNMBP;Reveal;1;R10002;FALSE;-3.5142014324267;1244;lod_npx;10.0.0
OID50555;assay;Q9ULA0;DNPEP;Reveal;1;R10002;FALSE;-3.22083235738905;326;lod_npx;10.0.0
OID50556;assay;P16444;DPEP1;Reveal;1;R10002;FALSE;-3.92501811014419;1418;lod_npx;10.0.0
OID50557;assay;Q9H4A9;DPEP2;Reveal;1;R10002;FALSE;-4.14057164469095;256;lod_count;10.0.0
OID50558;assay;Q8N608;DPP10;Reveal;1;R10002;FALSE;-1.91949472858735;3206;lod_npx;10.0.0
OID50559;assay;P42658;DPP6;Reveal;1;R10002;FALSE;-2.90615004643609;302;lod_npx;10.0.0
OID50560;assay;Q9C005;DPY30;Reveal;1;R10002;FALSE;-3.06765530695443;2828;lod_npx;10.0.0
OID50561;assay;Q8NBI3;DRAXIN;Reveal;1;R10002;FALSE;-3.80041877030843;1374;lod_npx;10.0.0
OID50562;assay;P32926;DSG3;Reveal;1;R10002;FALSE;-5.83176662517788;1106;lod_npx;10.0.0
OID50563;assay;O60941;DTNB;Reveal;1;R10002;FALSE;-1.56598372241736;1702;lod_npx;10.0.0
OID50564;assay;Q8N9I9;DTX3;Reveal;1;R10002;FALSE;-0.99429700915936;12600;lod_npx;10.0.0
OID50565;assay;O00559;EBAG9;Reveal;1;R10002;FALSE;-1.63370727372827;1098;lod_npx;10.0.0
OID50566;assay;Q14213_Q8NEV9;EBI3_IL27;Reveal;1;R10002;FALSE;-5.57622571757718;1342;lod_npx;10.0.0
OID50567;assay;P42892;ECE1;Reveal;1;R10002;FALSE;-0.794526729753537;574;lod_npx;10.0.0
OID50568;assay;Q9HAV5;EDA2R;Reveal;1;R10002;FALSE;-5.00097712103775;730;lod_npx;10.0.0
OID50569;assay;Q9UNE0;EDAR;Reveal;1;R10002;FALSE;-2.95726412722758;1574;lod_npx;10.0.0
OID50570;assay;Q96C19;EFHD2;Reveal;1;R10002;FALSE;-1.27525210009569;7700;lod_npx;10.0.0
OID50571;assay;P52798;EFNA4;Reveal;1;R10002;FALSE;-2.6479951489943;2406;lod_npx;10.0.0
OID50572;assay;Q63HQ2;EGFLAM;Reveal;1;R10002;FALSE;-0.942500008970301;12820;lod_npx;10.0.0
OID50573;assay;Q9GZT9;EGLN1;Reveal;1;R10002;FALSE;-4.84401714594036;3740;lod_npx;10.0.0
OID50574;assay;P20042;EIF2S2;Reveal;1;R10002;FALSE;-1.72313197897132;316;lod_npx;10.0.0
OID50575;assay;P06730;EIF4E;Reveal;1;R10002;FALSE;-1.0111445004169;992;lod_npx;10.0.0
OID50576;assay;Q9HC35;EML4;Reveal;1;R10002;FALSE;-3.93296869682048;3712;lod_npx;10.0.0
OID50577;assay;P21128;ENDOU;Reveal;1;R10002;FALSE;-3.03580753220987;3140;lod_npx;10.0.0
OID50578;assay;Q6UWR7;ENPP6;Reveal;1;R10002;FALSE;-1.7925730967746;4638;lod_npx;10.0.0
OID50579;assay;O75356;ENTPD5;Reveal;1;R10002;FALSE;-3.11578698754898;1020;lod_npx;10.0.0
OID50580;assay;O75354;ENTPD6;Reveal;1;R10002;FALSE;-1.09861915601864;4408;lod_npx;10.0.0
OID50581;assay;P29317;EPHA2;Reveal;1;R10002;FALSE;-3.14243323988257;1542;lod_npx;10.0.0
OID50582;assay;O15197;EPHB6;Reveal;1;R10002;FALSE;-6.42343813709497;200;lod_count;10.0.0
OID50583;assay;Q9H6S3;EPS8L2;Reveal;1;R10002;FALSE;-3.93607764573351;1284;lod_npx;10.0.0
OID50584;assay;O14944;EREG;Reveal;1;R10002;FALSE;-3.48156911085997;1026;lod_npx;10.0.0
OID50585;assay;O75460;ERN1;Reveal;1;R10002;FALSE;-1.72920855282006;2470;lod_npx;10.0.0
OID50586;assay;Q9BS26;ERP44;Reveal;1;R10002;FALSE;-3.54117447439242;1016;lod_npx;10.0.0
OID50587;assay;P58658;EVA1C;Reveal;1;R10002;FALSE;-2.61427346019343;2024;lod_npx;10.0.0
OID50588;assay;O60447;EVI5;Reveal;1;R10002;FALSE;0.413907644528107;5694;lod_npx;10.0.0
OID50589;assay;P13726;F3;Reveal;1;R10002;FALSE;-5.24442285033396;150;lod_count;10.0.0
OID50590;assay;P58499;FAM3B;Reveal;1;R10002;FALSE;-5.9947249248515;692;lod_npx;10.0.0
OID50591;assay;Q96BQ1;FAM3D;Reveal;1;R10002;FALSE;-4.68872112159454;294;lod_count;10.0.0
OID50592;assay;P48023;FASLG;Reveal;1;R10002;FALSE;-7.28631186633877;442;lod_npx;10.0.0
OID50593;assay;P24071;FCAR;Reveal;1;R10002;FALSE;-3.61316046236601;962;lod_npx;10.0.0
OID50594;assay;Q96LA5;FCRL2;Reveal;1;R10002;FALSE;-6.77675644526433;170;lod_count;10.0.0
OID50595;assay;Q6DN72;FCRL6;Reveal;1;R10002;FALSE;-2.09534718312031;4258;lod_npx;10.0.0
OID50596;assay;P09038;FGF2;Reveal;1;R10002;FALSE;0.404761144198956;1212;lod_npx;10.0.0
OID50597;assay;Q9NSA1;FGF21;Reveal;1;R10002;FALSE;-5.73064597314443;174;lod_count;10.0.0
OID50598;assay;Q9GZV9;FGF23;Reveal;1;R10002;FALSE;-4.41062303702615;150;lod_count;10.0.0
OID50599;assay;Q8TAT2;FGFBP3;Reveal;1;R10002;FALSE;-1.09182195256044;3950;lod_npx;10.0.0
OID50600;assay;Q02790;FKBP4;Reveal;1;R10002;FALSE;-2.10076121949952;378;lod_npx;10.0.0
OID50601;assay;Q13451;FKBP5;Reveal;1;R10002;FALSE;-1.51809905260674;462;lod_npx;10.0.0
OID50602;assay;Q9UIM3;FKBPL;Reveal;1;R10002;FALSE;-2.12389237205714;1064;lod_npx;10.0.0
OID50603;assay;O43155;FLRT2;Reveal;1;R10002;FALSE;-3.64223644230592;428;lod_npx;10.0.0
OID50604;assay;P49771;FLT3LG;Reveal;1;R10002;FALSE;-7.77800291026268;196;lod_count;10.0.0
OID50605;assay;O95466;FMNL1;Reveal;1;R10002;FALSE;-2.42952435892579;2744;lod_npx;10.0.0
OID50606;assay;Q4ZHG4;FNDC1;Reveal;1;R10002;FALSE;-2.3941908445919;1266;lod_npx;10.0.0
OID50607;assay;P49354;FNTA;Reveal;1;R10002;FALSE;-0.205822028348518;4358;lod_npx;10.0.0
OID50608;assay;Q12778;FOXO1;Reveal;1;R10002;FALSE;-1.69645498869344;786;lod_npx;10.0.0
OID50609;assay;Q92765;FRZB;Reveal;1;R10002;FALSE;-5.14884119071766;150;lod_count;10.0.0
OID50610;assay;Q12841;FSTL1;Reveal;1;R10002;FALSE;-1.07462985081453;11436;lod_npx;10.0.0
OID50611;assay;Q9BYC5;FUT8;Reveal;1;R10002;FALSE;-7.11962742800883;624;lod_npx;10.0.0
OID50612;assay;Q86SR1;GALNT10;Reveal;1;R10002;FALSE;-4.40682860997045;626;lod_npx;10.0.0
OID50613;assay;Q10471;GALNT2;Reveal;1;R10002;FALSE;-2.62838935232892;2808;lod_npx;10.0.0
OID50614;assay;P04062;GBA1;Reveal;1;R10002;FALSE;-0.235270445484775;402;lod_npx;10.0.0
OID50615;assay;Q02742;GCNT1;Reveal;1;R10002;FALSE;-4.19766206569359;782;lod_npx;10.0.0
OID50616;assay;P56159;GFRA1;Reveal;1;R10002;FALSE;-6.74248674899947;150;lod_count;10.0.0
OID50617;assay;O00451;GFRA2;Reveal;1;R10002;FALSE;-1.46152551566834;1550;lod_npx;10.0.0
OID50618;assay;O60609;GFRA3;Reveal;1;R10002;FALSE;-3.17243552737364;1184;lod_npx;10.0.0
OID50619;assay;Q6UXV0;GFRAL;Reveal;1;R10002;FALSE;-2.25947553062042;788;lod_npx;10.0.0
OID50621;assay;Q9Y2X7;GIT1;Reveal;1;R10002;FALSE;-0.350376946029157;5220;lod_npx;10.0.0
OID50622;assay;P48060;GLIPR1;Reveal;1;R10002;FALSE;-5.32689931825943;196;lod_count;10.0.0
OID50623;assay;Q9NS18;GLRX2;Reveal;1;R10002;FALSE;-1.99391664035121;576;lod_npx;10.0.0
OID50624;assay;P36959;GMPR;Reveal;1;R10002;FALSE;-1.55389573989013;2626;lod_npx;10.0.0
OID50625;assay;Q9HD26;GOPC;Reveal;1;R10002;FALSE;-2.10795987998843;300;lod_count;10.0.0
OID50626;assay;P55259;GP2;Reveal;1;R10002;FALSE;-1.09721763096525;17658;lod_npx;10.0.0
OID50627;assay;Q99795;GPA33;Reveal;1;R10002;FALSE;-4.00795930736995;4424;lod_npx;10.0.0
OID50628;assay;P35052;GPC1;Reveal;1;R10002;FALSE;-5.40837499239069;310;lod_npx;10.0.0
OID50629;assay;P78333;GPC5;Reveal;1;R10002;FALSE;-6.61620127594372;446;lod_npx;10.0.0
OID50630;assay;P21695;GPD1;Reveal;1;R10002;FALSE;-3.92593542572021;1090;lod_npx;10.0.0
OID50631;assay;Q8IV16;GPIHBP1;Reveal;1;R10002;FALSE;-1.5043514522365;10502;lod_npx;10.0.0
OID50632;assay;Q6UWK7;GPR15LG;Reveal;1;R10002;FALSE;-4.30159303955879;526;lod_npx;10.0.0
OID50633;assay;O15354;GPR37;Reveal;1;R10002;FALSE;-3.28380248054869;2320;lod_npx;10.0.0
OID50634;assay;P07492;GRP;Reveal;1;R10002;FALSE;-3.9097363679764;4674;lod_npx;10.0.0
OID50635;assay;Q9HAV7;GRPEL1;Reveal;1;R10002;FALSE;-3.77291460573518;2358;lod_npx;10.0.0
OID50636;assay;P12544;GZMA;Reveal;1;R10002;FALSE;-7.80510714045201;150;lod_count;10.0.0
OID50637;assay;P10144;GZMB;Reveal;1;R10002;FALSE;-1.07365715160372;22952;lod_npx;10.0.0
OID50638;assay;P20718;GZMH;Reveal;1;R10002;FALSE;-5.88633355845943;682;lod_npx;10.0.0
OID50639;assay;Q9UJM8;HAO1;Reveal;1;R10002;FALSE;-5.04056771457197;888;lod_npx;10.0.0
OID50640;assay;Q96D42;HAVCR1;Reveal;1;R10002;FALSE;-2.04995868381286;974;lod_npx;10.0.0
OID50641;assay;Q99075;HBEGF;Reveal;1;R10002;FALSE;-6.94354325964412;150;lod_count;10.0.0
OID50642;assay;P14317;HCLS1;Reveal;1;R10002;FALSE;-3.16867000648886;374;lod_npx;10.0.0
OID50643;assay;P14210;HGF;Reveal;1;R10002;FALSE;-5.09890107392411;1536;lod_npx;10.0.0
OID50644;assay;Q03014;HHEX;Reveal;1;R10002;FALSE;-1.27525881076086;6054;lod_npx;10.0.0
OID50645;assay;P04439;HLA-A;Reveal;1;R10002;FALSE;-2.48647172710046;402;lod_npx;10.0.0
OID50647;assay;P08397;HMBS;Reveal;1;R10002;FALSE;-0.283795487469303;7986;lod_npx;10.0.0
OID50648;assay;P30519;HMOX2;Reveal;1;R10002;FALSE;-1.68870468133826;8290;lod_npx;10.0.0
OID50649;assay;P50135;HNMT;Reveal;1;R10002;FALSE;-6.24943546506784;270;lod_count;10.0.0
OID50650;assay;Q9BUJ2;HNRNPUL1;Reveal;1;R10002;FALSE;-2.14092729309192;1584;lod_npx;10.0.0
OID50651;assay;Q9NSC5;HOMER3;Reveal;1;R10002;FALSE;-3.94459601325416;686;lod_npx;10.0.0
OID50652;assay;P23327;HRC;Reveal;1;R10002;FALSE;-1.4151458163865;2664;lod_npx;10.0.0
OID50653;assay;P28845;HSD11B1;Reveal;1;R10002;FALSE;-4.00216054670034;758;lod_npx;10.0.0
OID50654;assay;P48723;HSPA13;Reveal;1;R10002;FALSE;-1.77235575961932;1938;lod_npx;10.0.0
OID50656;assay;O14558;HSPB6;Reveal;1;R10002;FALSE;-5.04338989490564;1938;lod_npx;10.0.0
OID50657;assay;Q14773;ICAM4;Reveal;1;R10002;FALSE;-4.47751336795254;424;lod_npx;10.0.0
OID50658;assay;O75144;ICOSLG;Reveal;1;R10002;FALSE;-4.03427156728488;1664;lod_npx;10.0.0
OID50659;assay;P14902;IDO1;Reveal;1;R10002;FALSE;-6.473460510577;816;lod_npx;10.0.0
OID50660;assay;P22304;IDS;Reveal;1;R10002;FALSE;-1.91016930015116;11488;lod_npx;10.0.0
OID50661;assay;P35475;IDUA;Reveal;1;R10002;FALSE;-4.88661361253157;7312;lod_npx;10.0.0
OID50662;assay;P13284;IFI30;Reveal;1;R10002;FALSE;-2.99210150152572;554;lod_npx;10.0.0
OID50663;assay;P17181;IFNAR1;Reveal;1;R10002;FALSE;-4.76606618170277;2234;lod_npx;10.0.0
OID50664;assay;P38484;IFNGR2;Reveal;1;R10002;FALSE;-5.69039158681977;290;lod_count;10.0.0
